Project URL,Commit URL,Commit Message
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/4c7916d0b186635acfb995167c315e3105924796 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=235637.  merged from fix in 3.0.4 stream. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6eed1fa5ffb55739ec6237d7006d01fef4b7fc05 , forward patch fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=234709 from 3.0.4 stream. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/dcdf871f4dab26eec8530359422e1e782c851d28 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=249480 patched forward from 3.0.4. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/8f1200cde6a985f45c6581885feca773ca525380 , forward port of fix https://bugs.eclipse.org/bugs/show_bug.cgi?id=255987. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/79b185bab051698af36b3ed35554467af71e6a1b , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=262818 and https://bugs.eclipse.org/bugs/show_bug.cgi?id=238430. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/0f95e516b26a78af311a8dccd66e097a965e05f0 , version fix, 263281 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/98b2e45c738d1f8da0eceab0ae23ee209d014c5f , version fix, 263135 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/7cc5f72ffec7612ccbc84dbf6cd60222ae31e79d , fix version  263165 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c15a188dd6271a4e0d554e372f6aa30bf54dac07 , fix version 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/af0117b5a0efa458231d1c7307385a5ef9823bd7 , bug 263135 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/a854fecef2fad105cc8bedcf2fccdf51251ec21e , fix javadoc warning with a todo. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/2581c58362c08285bcff8323e710526dedfbe43a , commit patch 2 fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=263098. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/60686c2a0d4513eced6de6770a0b10032fec0948 , fix incorrect non-nls markers. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/981570ec70efe9341bfe5a1b3cadff303c0527be , suppress and fix warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/997f7d33af182cb3ee4d5df1c83bcd099887200f , fix for regression on 262818 -- jsf attribute validator needs to handle new jsp quote type. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5e7521f8aa52e1d899dfe061340cebcc2aafbfa3 , bug 268442: ui - web page editor should provide a mechanism so that a developer or user can change the default value for the design view's layout 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f7acaacec89d2822bd19b25398a7b3fcefe0e467 , bug 253974: wpe design view's default unknown tag converter renders some tags poorly. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e3f5ff96e85f120ce34f4e3fd8551f018ad8575b , fix broken wpe context menu (missing dt skin items). 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ab459dabce4d7578736dcaaba3d949d2d3d3a347 , fix minor issue where refreshing of wpe editors after skin change is inconsistent. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/33abcde2d9b0cad593c4bab0bd7fc95b15307273 , bug 253974: wpe design view's default unknown tag converter renders some tags poorly. (follow-up to change scope of unintended public method in converterutil.) 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/01804850575ec21ea3fc02a528ef7b392831db0f , fix for 258716: makes tag drop more customizable. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e25d07378720de4fd90cdc615143c4d20df1f7b2 , correct skinning stylesheets and classes (uncompressed names). 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/355a1b3a31eb60358e806a7a1ba32dde40e8e4a6 , bug 251638: feature - need complete tag library support for apache myfaces trinidad. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c64fa2243e7b3fbe834e777f833aec3c2d1d47de , bug 251638: feature - need complete tag library support for apache myfaces trinidad. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6154c121811bb1290f485c67bcfd462bd0ab30ff , bug 272158 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/b87bfea06c090fe0402f3e38c5d2c35c81e25ff8 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=272780. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/4f3531d15aa77beca3fe78c26e49a7bf92f38b52 , bug 251638: feature - need complete tag library support for apache myfaces trinidad. add support for "breadcrumbs" and "commandnavigationitem" tags. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/3986efb0da68873b209ccb1a503df389300bdca5 , fix for 268883 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/2f4264d53318bf2927170283901b30d154a3e220 , fix 264921 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/3822813ac3172467b41a31b6069b2a1967497c7b , bug 251638: feature - need complete tag library support for apache myfaces trinidad. add support for "navigationpane" tag. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/326ae3a0d7e8dd406b822ba990e454ee7dc25720 , fix for bug 274676 (dt skinning: wpe preview pane not picking up skin stylesheets) 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6ac8529257781698130e8f1377ce8dfea8e8bdd6 , bug 251638: feature - need complete tag library support for apache myfaces trinidad. fix support for "navigationpane" tag. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/df01f9371e9d5a096c2e272984d129353e3d1349 , fix dead code. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/84d1e35f29ccf6468806463388e37cfdae0687ae , fix dead code warning. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/300938465059f4e0ce11d7ee87cea5fe5ffe0c90 , bug 251872: [wpe] extra padding results in "expanded" layout. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f5af58a9f219649468ac5138fba51560dbaf5d12 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=267962. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f2e5f15b792cedbd2513b59a22edfb35cb533cc8 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=267967. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/009e99673820097e4f8ca31332dd816aee6cba35 , missed file in fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=267967. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/2c6e0f9bc6a850590c92877d489caca410890c93 , bug 275069: trinidad tag support plug-in needs to be unpacked by feature. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c8f53957bab6dc47179c2cb5933e0ed102b888f6 , bug 275069: trinidad tag support plug-in needs to be unpacked by feature. backing "fix" out. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/45efd1719fb22290ee410b95af8b37df28eea1e7 , bug 277498: [dt skinning] images not available to css from jared plug-in 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/90fd504aa6a89fe4bd4e21149bb2f0026955a242 , [282936] serious metadata loading performance issues when many files and include groups 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/1c103fc8b506001efbb302407136054c1e79f42f , commit patch fixes for:  https://bugs.eclipse.org/bugs/show_bug.cgi?id=283472 https://bugs.eclipse.org/bugs/show_bug.cgi?id=284070 https://bugs.eclipse.org/bugs/show_bug.cgi?id=284208  includes some junit test coverage. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/65ebde26b4859b3e6e164be8792c3e90d9d06bbc , fix x-internal status of exported packages. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c13ddaffccecfb04369703799790bd94f9a868a2 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=285807. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/1cb47a9464f41402386e037b6d1d42a5e6370d04 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=286161 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ee75a0c5f06686a8ad4a9c0c9bb7174123100243 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=286882.  apply patch and add a compile fix on designtime tests and a javadoc fix on jsflibraryvalidator. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5a4ac109c1b27b582552a2ace245ad768d07e751 , fix cachingsymbolcontextresolver so it is a proper decorator. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c35c107790051a140c6d3b79d88ef654bf697476 , avoid possible npe that prevents faces-config models from being disposed. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/7d3f518b21dfbe48c1eca987d93f98fe836b6c4b , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=287115. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ba6869fe4efb66b5e8803c4b470db19979445cf9 , fixes for -  [282760] web page editor doesn't keep the outline view correctly sync'd - missing palette item image - temporary fix for palette drop into source viewer 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9eed43380e9ef1b129380404bf9c1f0b40ac6b76 , fixing bundle pre-req version: 269281 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/95a9a7e94218fd9548059a11eebe4d1516742d6a , bug 173381, 212887 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/34e72d15a831c5a3849c4b92b75fa76e60f20e2b , fix version error 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/52d28464998277e6edf97076d59b2e7192a9ac15 , pmc approved fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=286351 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/115111eb0f23a3a7ec0876f849c9ad764d505f4b , pmc approved fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=281108. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9114863abc7aa29f75510c83e590aa432e164856 , pmc approved fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=260931. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/34c39d4c3480e704e6868c529e35e1406841f79c , [bug 291807] npe in signature.getarraycount 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5459d4898b762a9ba1f67390c611bd24783aa7ea , https://bugs.eclipse.org/bugs/show_bug.cgi?id=296596 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/8bebf0b8f4ea05318dc89afc2698c1099e01e33b , bug 283764 - error clearing bundle file cache during project deletion 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/97a1875b6925b3a1d5c2acf7a8b077bb6990a35a , applying fixes in the 3.0.5 patch stream - bug 290412,  bug 288291,  bug 288831 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/91af2c30fd063af07d4cf93e907b991013f8bd5d , bug 264080 - npe in designpageactioncontributor.setactiveeditor 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/05eda1fdcac5945b5f1f242f72a1a49e469d12f8 , bug 251378 - web page editor errors when opening files 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f2c8f8de1bae255131c87a3b92cbeae60e214f4e , bug 290962 - npe if faces-config.xml is in wrong folder 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ba2a185f81fb4e3277e44dda2015bf2ca39e3b27 , fixed version range to account for change in minor version of  of org.eclipse.wst.sse.ui  from 1.1.200 to 1.2.0 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/050a4bfeac009426726c899d14adc5d0ea0916df , fix for failing jsf.core junit 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e656f15a4f8b95ebfce1f1d999128bcb89e38aff , forward port 3.0.5p patch for https://bugs.eclipse.org/bugs/show_bug.cgi?id=293211 to 3.1.2 and 3.2 streams. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c544cde9bafbaa9cfc591497c7938662f674e8e2 , bug 254452 - jsf hyperlink provider shows "unknown hyperlink" when in list 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e0e0789a64b0c18e96a535dec73a889b8d1d471f , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=282899 and (partial) https://bugs.eclipse.org/bugs/show_bug.cgi?id=277931#c1.  improves loadbundleutil so it searches jars, project classpath included utility projects and ear project included utility projects. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6a1003bfa9896e53e1f36b87405c1f7de64327a9 , [283569] npe in html editor during project close 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/cae4a337256106db441879f1aac9ae5f1ff4583a , bug 263806 - problems saving file from source tab of faces-config editor 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/69a83fb4387e67f1334ab4b25e0f9cc08a63f750 , bug 222248 - nullpointerexception at loadbundleoperation transform 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/22e4e4cf91c4e1daa682b66513e8a1715ded78d3 , bug 302480 - any plug-in that provides servlet/jsp/el libs newer than platform's orbit bundles can result in a linkageerror 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ade41189a5c729814aa0ce30f6d0c68635df88f6 , version update to account for fix for bug 302480 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ecb947bd921ad055a372007da3560c9250612221 , fix javadoc warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/0428f19a8b294ddf4d23c0decee809c6514fe257 , fix warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/28d0cba117312eedb121ea9fce859b7ef67ccf65 , fix javadocs warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/a9d1a1d2fc48acaaa181e1002e0c71d80fea0593 , fix warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/1a4be4f7601ad8b4617d6571af5e26dd437d563e , fix warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e2dbe4a2d143828bd35d667894ac060885f46740 , fix some api deprecations. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9364c385aed76dbd61ebceacb16e4772f3c8fdbc , [bug 302621] switch to single preset ver jsf version using static presets to prevent unnecessary class loadiing. [bug 291928] remove early startup. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/b7210d09bc35e41a07dfb07a353c80cb0b6a7251 , fix deprecation warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/e5a6440580bd535097151902b346df22ec6830ee , fix version dependency on jsf.common.ui 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/642b2ebd4e6617bcee83da4dc64c9994cbb4058d , [bug 303525]  apply fixes and preference page to set absolute position enablement and artificial padding. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/fba3031902a0d8c75cd989d8821503d1e66c9ccf , [298733] ui label needs correction 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/12334a8661aaeb8addd6649f0ca318a1ffc866c0 , fix compile error 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/63ba1a952a9feafd72336d72759a6c257f0b55d5 , removed dependency on jpt, fixed version on dependency on facelet.core 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/acd847a09427749eb42e7927a0d469c89fae1248 , [305618] content assist in el throws npe 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/12b47e92823a62bfdeba5ea519d7cdf718ee2319 , [bug 305615] remove the dependence of the facelet facet to enable jsf 2.0 facelet features. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c3c54f65173dcbb3cdeda495bfaac8b52a4e44a9 , fix version issue in eclipse.jst.jsf.apache.trinidad.tagsupport 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/86bef4a06dbf123818d156a2dd5b7510ee27455d , [bug 305612] partial: commit the extension to reference the jsf 2.0 downloadable library. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6147198861a8302ee582ea21fcae3e949173c9aa , [bug 305613] remove the default version provider.  this causes the default facet version to always be the latest per the api. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/10a01dee447abd4334a1a31b09ff56646b5cea3a , [295497] error log has nls error 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/957b363de33eab55ac25ca27385704cf1ff4d6c6 , remove nls errors on updated fc emf model 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/037f1243b0853a48714788a12ab4c3f7498dca6c , [bug 301862] change default severity of a missing variable to ignore. [bug 305621]  add emf model for jsf 2.0 taglib.xml and add support for getting attributes from these models to the content model. fix issue where el features don't work for tag defined variables. [bug 306319] workaround: comment out broken pagedesigntests test for h:commandbutton. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c5508b2c0f682bd88e2de65cba9ca7ad321b0844 , fix serialization error for tldtagattribute by splitting out object data into serializable and wrapper objects as we do in tldtagelement. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/29c8fec5ff5541913431897aa8bf3c283069b21e , bug 288391 - too many files are checked out when faces-config is modified 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ad2fbb5bb824807edcb81062f5819fa95e745b4b , bug 303524 - [wpe] design view flickers on dnd of jsf html column 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/0baa4d98dd8f395f35df9f4c7bc17ff94edc7698 , add an itagelementresolver to the structureddoccontextresolverfactory arsenal.    introduces a generics-based resolver interface to make extending the factory easier in the future. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/45810f454bb515ff2c7b62eb1c6e4f975bccde26 , fix for jsps in a facelet context.   now correctly returns jsp view adapters from facelet adapter factory 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ee59105655a6eb1c9c2d9def01916762c5e6ae76 , [307248] npe in dtcomponentintrospector 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/82caae9147fd8d9b90c183b3385b5487acdcf2b5 , bug 191539 - [wpe] non-standard selection color in web page editor 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/18bd64700341eb68efd393206def84ec4ce943ce , bug 285929 - [wpe] wpe does not render child components of a f:subview 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/b9403f89a506af9bea3e66a8e9ab7ed72bf3e662 , bug 289349 - [wpe] npe in webrootutil.getwebcontentpath() method 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/d7750f927edba51cd62ab1eaa5944f6f842e0ea7 , bug 172959 - [wpe] wpe context menu navigate->java->value doesn't work.. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/90316cc0028e07c0fdb5b14aad997ce5eec98f63 , bug 278267 - [wpe] insert converter context menu has blank lines displayed in list 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ae76f7cf362ff59f58c47c75bcf3d18cb5bf7095 , bug 307801 - [wpe] wpe does not render images with url encoding in their path in the preview pane 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ac6cbef88eb54c6f8a5d4e15acbea7110419488d , bug 247686 - [wpe] wpe support for h:selectoneradio needs improvement 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5fed083e396fc61b38903b16e038bc6899deb037 , [bug 292795] web page editor does not properly layout table cells that use a percentage as the width. the fix is a contribution from eric norman. thanks eric! 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5d604b8b51e7e4681ead83d217d6f0fac32f46c3 , [bug 307253] error opening classpath jar file - getjarfilefromcpe() now checks to see if the classpath entry exists before trying to open it. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/d546544003d2875e4cd3510715cc33d9b84bc4b6 , make providername correct and consistent 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/1c52e51e6972a46110d5b67eb79b9d283355b085 ,  bug 308371 -  use consistent license string, and file 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/259d8fc414fc3fefb16e0004253998410019cb69 , [bug 305361] jsfappconfigmanager inherently not thread-safe. [bug 237355] arrayindexoutofboundsexception in validation. [bug 237350] npe validating undefined variable in el 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/96d175c458bda4eb42e9bce42c6ebd33f20d28a4 , scenario testing and bug fixes for context param defined facelet taglibs. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c3c2808018a5df4ff1fb3e8702697f914fbfdd69 , fix warnings. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/dff1ec943a0d55339ec36ecdce977a594efc7bb2 , bug 213526 - [wpe] [jsf2.0] selectitem tags don't display in visual wpe page when page is jspx 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9b5cd9d3b5b5ab09b5370cc417db35814e2388ac , bug 268443 - [hotbug] facesconfig editor preferences page needs more info for screen readers 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ca5263594fcc999c1f27c321e767b48ba86e75a4 ,  bug 309108 -  [jsf2.0] facelet validator should use v2 extension 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/7e95d318c35fbc148354460261461260a0cb6421 ,  bug 308711 -  use consistent license string, and file 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5baab7801db557095768c216f12695d143361bff , [bug 310169] - null jsfappconfigmanager instance causes validating el failure 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/d0f82d193872ce61bc37915d1e4d3b3d06340872 , bug 295514 - [jsf2.0] -- create content types for facelets 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/2475261b903298ce063c365be8a5271bc7a5ee17 , [bug 199788] web page editor doesn't allow drops in the html head tag. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/752a87c9314562327d98e0fc59605ade2cd41f9d , bug 305633 bug 304872 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/0a44b2984ce3dad605b556d499e59034c6053f81 , [bug 310702] npe in jspmodelprocessor.processattributes() during el validation tests 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/abb4b6a0975e4b73df428a8350a075e3cd4e3c5c , https://bugs.eclipse.org/bugs/show_bug.cgi?id=310118 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f62e319705ae9f84949ee00d89cc34e53116f6f2 , https://bugs.eclipse.org/bugs/show_bug.cgi?id=308255 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/3dc82d31eb10cd5a25f1b72c5b9d3a905c546b98 , [bug 305546] exception initializing facelettagregistry for html. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6b5f99ded11098e29045e8bf037904b9719e5c13 , bug 306307 - hyperlink on el expression shows duplicate entries.. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/cf27afc27fabca8f4f9f82e62460535126c04394 , [bug 306452] - [jsf 2.0] internal api utility class to access jsf specific webapp options. (patch contributed by debajit) 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/3dfb5f2c0b5bdfd21643777a8a658b3f496d84c0 , fix copyright 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/26d522af3a2531a057e83288a8e2f53771d8aa2b , fix for pmc approved bug https://bugs.eclipse.org/bugs/show_bug.cgi?id=311568.  includes both prod and test patches. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/868c437236a6dbdc5f4ea128da24b42959289dee , bug 269050 - illegalargumentexception in createmapping() method 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/cf3bbb5091f6d4338ee96810c046e459aa816781 ,  bug 310166 -  jsf.facelets facets not defined 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/44b83ae8a5ec36f49961f6cf23c34119f856926b , [bug 252861] add tag converter transform operation to support generating markup based on view mode. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/cd717c573f6d2cf49cf4375a1aa6eba8459ca21d , [bug 300454] finish button in new project wizard is enabled even if jsf facet does not have library information. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/1f175e95026c9f679ec51ae1d624f36e3a20a9e5 , [288144] - no line number showed in problems view for the errors/warnings from jsf validator 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f319570a216fd29879583a13ba6534c2b21b61a4 , bug 311972 -  html editor template doesn't handle "%" signs 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/669edf464ba7ef2d05ce037c019f554f6115d568 ,  bug 312475 -  junit failures in metadata and pagedesigner tests 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c4d44e63fd19ed319fd2b17f4e01ef5f8b0244ea , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=312512. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/702b38ce33b23116a131d56ee22807bc663503b3 , [bug 269042] protect against possible npe in copysignatures method 
